0.2 3.0 0.0 -0.29294225063524 -2.1316032563673564 -0.3389379428831442 480 1
0.2 3.0 0.0 0.18046142220982997 -2.1370605442315407 0.5404804682228841 469 1
0.2 3.0 0.0 0.44916565788073237 -2.090784257564149 0.41356575516248717 456 1
0.2 3.0 0.0 0.6069208315145369 -2.083610358121784 -0.08746919793032393 498 1
0.2 3.0 0.0 -0.18618612965039427 -2.037273750441254 -0.5563414402665154 460 1
0.2 3.0 0.0 -0.5533817493983015 -2.0892745335799354 -0.25240200158045806 484 1
0.2 3.0 0.0 -0.46090742899793685 -2.0297803685477196 -0.4445335122770627 469 1
0.2 3.0 0.0 -0.1821683966573906 -2.0247308784405713 0.005515608382409609 466 1
0.2 3.0 0.0 -0.2566841866323409 -2.0612168435352745 0.6758620040629422 466 1
0.2 3.0 0.0 0.5818690558882698 -2.0022185191720543 0.7009811703682283 497 1
0.2 3.0 0.0 -0.08639605835478048 -2.0114594154592993 -0.5512561319937328 500 1
0.2 3.0 0.0 0.5023486785104425 -2.03374762930602 -0.49646221597368806 457 1
0.2 3.0 0.0 -0.03513985688395804 -2.091841186526301 -0.2900904211836782 467 1
0.2 3.0 0.0 0.677982639851356 -2.0548869197952992 0.16274176327085765 478 1
0.2 3.0 0.0 -0.020235863101237372 -2.1235429779474426 -0.35154724665033665 486 1
0.2 3.0 0.0 0.4196866202568741 -2.11666667262903 -0.2674913989443433 473 1
0.2 3.0 0.0 -0.5941690323510069 -2.1040391883810816 -0.394232801945328 464 1
0.2 3.0 0.0 -0.6398837964531625 -2.0193531381058514 0.43110589259028 467 1
0.2 3.0 0.0 0.15927760089837395 -2.078054690594126 -0.4013705136221867 457 1
0.2 3.0 0.0 -0.09245198803112475 -2.1259445182328416 0.7175122280559132 474 1
0.2 3.0 0.0 -0.7446692485689448 -2.0480335554108757 0.4350572720858559 468 1
0.2 3.0 0.0 0.01737657211141297 -2.139258654299671 -0.13991126233057305 469 1
0.2 3.0 0.0 -0.730576624352556 -2.115977509049539 0.2298804236806602 450 1
0.2 3.0 0.0 0.38801029368229356 -2.0427075191923065 0.5630818478430002 478 1
0.2 3.0 0.0 -0.21340726942172328 -2.0180372734848837 0.14449534035664513 479 1
0.2 3.0 0.0 -0.23967573992115532 -2.00045239729074 0.598816837270951 499 1
0.2 3.0 0.0 -0.4703995227763672 -2.048677827080947 0.42168008177299243 480 1
0.2 3.0 0.0 -0.7284811521239385 -2.049961736144289 -0.5552564346790243 497 1
0.2 3.0 0.0 0.033033178561616916 -2.031078813722997 -0.5972602480575544 464 1
0.2 3.0 0.0 -0.4929621751136489 -2.0192032108575075 -0.12003565886730327 463 1
0.2 3.0 0.0 0.1889692902710458 -2.0909670761295005 0.09156256593393186 470 1
0.2 3.0 0.0 0.6834608328221079 -2.055515105691831 -0.02043263173958465 452 1
